X,log5
1.0E-4,-3.9182764611825647
0.10010000000000001,-1.4297136513247215
0.2001,-0.9996173063157929
0.30010000000000003,-0.747838402177962
0.4001,-0.5691581996782367
0.5001,-0.43054856650571843
0.6001,-0.3172878818022225
0.7001,-0.22152464496233104
0.8000999999999999,-0.1385685437023243
0.9000999999999999,-0.06539491974411898
1.0001,6.213019097089982E-5
1.1001,0.05927583152661461
1.2001000000000002,0.11333414065487857
1.3001000000000003,0.16306328300580664
1.4001000000000003,0.20910544017277144
1.5001000000000004,0.25197066675556234
1.6001000000000005,0.2920683103874795
1.7001000000000006,0.3297324709640246
1.8001000000000007,0.3652469198185891
1.9001000000000008,0.39883639348904865
2.0001000000000007,0.4307078185086146
2.1001000000000007,0.4610212785968051
2.200100000000001,0.4899243437090835
2.300100000000001,0.5175424874871056
2.400100000000001,0.5439850061019108
2.500100000000001,0.5693481002802695
2.600100000000001,0.5937161397403312
2.7001000000000013,0.6171647760814144
2.8001000000000014,0.6397600039077662
2.9001000000000015,0.6615633044369893
3.0001000000000015,0.6826267086950166
3.1001000000000016,0.7029995173016941
3.2001000000000017,0.7227256460927545
3.300100000000002,0.7418429495207692
3.400100000000002,0.7603909516277371
3.500100000000002,0.778401423890552
3.600100000000002,0.7959064110468792
3.700100000000002,0.8129275034999667
3.8001000000000023,0.8294968013822955
3.9001000000000023,0.8456384807767654
4.000100000000002,0.8613690384032752
4.100100000000002,0.8767109927800246
4.200100000000002,0.8916832381147852
4.300100000000001,0.9063031838238088
4.400100000000001,0.9205869756372029
4.500100000000001,0.9345497581732297
4.6001,0.9482057333023949
4.7001,0.9615680019885858
4.8001,0.9746488147391738
4.900099999999999,0.9874599386573253
5.000099999999999,1.0000124265826456
5.1000999999999985,1.0123162830061652
5.200099999999998,1.0243809440811333
5.300099999999998,1.0362158826728656
5.4000999999999975,1.0478300227601514
5.500099999999997,1.0592309038728778
5.600099999999997,1.0704256617961594
5.700099999999996,1.0814232317375776
5.800099999999996,1.0922293443803346
5.900099999999996,1.1028496553534775
6.000099999999995,1.1132931057244928
6.100099999999995,1.123562305152894
6.200099999999995,1.1336662482942044
6.300099999999994,1.1436065722911808
6.400099999999994,1.153392690036829
6.5000999999999935,1.1630256511647785
6.600099999999993,1.1725102889570853
6.700099999999993,1.1818536918217981
6.8000999999999925,1.191058568075141
6.900099999999992,1.2001308420259067
7.000099999999992,1.209069301424987
7.100099999999991,1.2178843993310295
7.200099999999991,1.2265745328021196
7.300099999999991,1.2351445732850441
7.40009999999999,1.2435958617134646
7.50009999999999,1.2519358988051081
7.60009999999999,1.2601653814772324
7.700099999999989,1.2682900115219382
7.800099999999989,1.276304417428904
7.900099999999989,1.2842224609007646
8.000099999999989,1.2920380245232579
8.100099999999989,1.2997564499008498
8.200099999999988,1.3073801683267443
8.300099999999988,1.314911479499193
8.400099999999988,1.3223525940599699
8.500099999999987,1.3297056501203608
8.600099999999987,1.3369727117671673
8.700099999999987,1.3441557283149896
8.800099999999986,1.3512566677991795
8.900099999999986,1.358277364465174
9.000099999999986,1.3652196072514733
9.100099999999985,1.372085206005296
9.200099999999985,1.378875732418211
9.300099999999984,1.3855928539023699
9.400099999999984,1.3922381447720937
9.500099999999984,1.3988131312649108
9.600099999999983,1.405319095274939
9.700099999999983,1.4117577485762858
9.800099999999983,1.4181303513001873
9.900099999999982,1.4244382384741823
10.000099999999982,1.4306829659589229
10.100099999999982,1.436865402771515
10.200099999999981,1.4429869441777112
10.300099999999981,1.4490487853821015
10.40009999999998,1.4550517224836177
10.50009999999998,1.4609974376254464
10.60009999999998,1.4668867738376261
10.70009999999998,1.472720781055404
10.80009999999998,1.478501022337921
10.900099999999979,1.4842276488460882
11.000099999999978,1.4899020079883076
11.100099999999978,1.4955244643954293
11.200099999999978,1.5010968669842792
11.300099999999977,1.5066197018282717
11.400099999999977,1.5120945340760967
11.500099999999977,1.5175211074005166
11.600099999999976,1.5229007406011053
11.700099999999976,1.5282333470364713
11.800099999999976,1.5335211426800852
11.900099999999975,1.5387642573962261
12.000099999999975,1.543964680492868
12.100099999999975,1.5491211481604006
12.200099999999974,1.5542339651285477
12.300099999999974,1.5593058524863719
12.400099999999973,1.5643379900482277
12.500099999999973,1.5693288376678496
12.600099999999973,1.5742783940052725
12.700099999999972,1.5791911567603603
12.800099999999972,1.5840645882704254
12.900099999999972,1.5888984957932817
13.000099999999971,1.5936976241248013
13.100099999999971,1.598459088634756
13.20009999999997,1.6031823349398011
13.30009999999997,1.6078732656502652
13.40009999999997,1.6125258080683607
13.50009999999997,1.6171470312879246
13.60009999999997,1.621730752566431
13.700099999999969,1.6262845262370647
13.800099999999969,1.6308030918971363
13.900099999999968,1.6352875204071082
14.000099999999968,1.6397416164625733
14.100099999999967,1.6441657652089303
14.200099999999967,1.648556775844729
14.300099999999967,1.6529170325701943
14.400099999999966,1.6572469699537142
14.500099999999966,1.6615446105729228
14.600099999999966,1.6658170695189676
14.700099999999965,1.6700559909411137
14.800099999999965,1.6742684170949134
14.900099999999965,1.6784523403051326
15.000099999999964,1.682608510315942
15.100099999999964,1.6867368590164202
15.200099999999964,1.6908380478004854
15.300099999999963,1.694912328009818
15.400099999999963,1.6989627277704336
15.500099999999962,1.702984299351326
15.600099999999962,1.706977189942674
15.700099999999962,1.7109473570018217
15.800099999999961,1.7148952760166902
15.900099999999961,1.7188153680350287
16.00009999999996,1.7227108938651143
16.100099999999962,1.7265821157520145
16.200099999999964,1.730429367184266
16.300099999999965,1.734252943008712
16.400099999999966,1.7380531323837212
16.500099999999968,1.741830222486329
16.60009999999997,1.7455844891995522
16.70009999999997,1.7493162080009128
16.800099999999972,1.7530256483178133
16.900099999999973,1.7567130748848077
17.000099999999975,1.760378747885813
