X,log3
1.0E-4,-4.7215164263479386
0.10010000000000001,-2.090831701295264
0.2001,-1.463712913434356
0.30010000000000003,-1.09533531549389
0.4001,-0.8336858850567523
0.5001,-0.6307026148634515
0.6001,-0.4647989681994954
0.7001,-0.32451384413496476
0.8000999999999999,-0.20299479569487314
0.9000999999999999,-0.09580035689342169
1.0001,9.101783228947964E-5
1.1001,0.08683648143503224
1.2001000000000002,0.16602785284145305
1.3001000000000003,0.2388786476714494
1.4001000000000003,0.30632751424651716
1.5001000000000004,0.3691188286723157
1.6001000000000005,0.4278756797181552
1.7001000000000006,0.4830537425500347
1.8001000000000007,0.5350515482970394
1.9001000000000008,0.5842972009660665
2.0001000000000007,0.6309873461154275
2.1001000000000007,0.6753950942822342
2.200100000000001,0.7177369460916629
2.300100000000001,0.7581958638855187
2.400100000000001,0.7969317677129463
2.500100000000001,0.8340902457246996
2.600100000000001,0.869785479445204
2.7001000000000013,0.9041398077222458
2.8001000000000014,0.9372368474705326
2.9001000000000015,0.9691829283857476
3.0001000000000015,1.000030332876957
3.1001000000000016,1.029891255356787
3.2001000000000017,1.0587890592197147
3.300100000000002,1.0867787457241271
3.400100000000002,1.1139687935175597
3.500100000000002,1.1403549639782935
3.600100000000002,1.1659681328037588
3.700100000000002,1.1909075333847243
3.8001000000000023,1.2152150253900755
3.9001000000000023,1.2388188116441796
4.000100000000002,1.2619064274346405
4.100100000000002,1.28438167511431
4.200100000000002,1.306315259257734
4.300100000000001,1.3277328549418903
4.400100000000001,1.3486580957460264
4.500100000000001,1.36911334846548
4.6001,1.3891179133435292
4.7001,1.4086925819810416
4.8001,1.4278546425856542
4.900099999999999,1.4466244639783974
5.000099999999999,1.4650138767436027
5.1000999999999985,1.4830399150265885
5.200099999999998,1.5007098128569043
5.300099999999998,1.5180460037191266
5.4000999999999975,1.5350647869254759
5.500099999999997,1.5517681341952831
5.600099999999997,1.5681624316764737
5.700099999999996,1.5842703943625516
5.800099999999996,1.600109068932102
5.900099999999996,1.6156718287630534
6.000099999999995,1.6309570026276285
6.100099999999995,1.646013241469203
6.200099999999995,1.6608184045518708
6.300099999999994,1.6753622922711027
6.400099999999994,1.689716666674131
6.5000999999999935,1.7038070395032845
6.600099999999993,1.717706796751281
6.700099999999993,1.7314133850232047
6.8000999999999925,1.7448730089740248
6.900099999999992,1.7581611784150915
7.000099999999992,1.7712837873234923
7.100099999999991,1.7841981130013262
7.200099999999991,1.7968973428028598
7.300099999999991,1.8094513739003555
7.40009999999999,1.8218370878847148
7.50009999999999,1.8340872203090706
7.60009999999999,1.8461448554663238
7.700099999999989,1.8580448373911091
7.800099999999989,1.8697490348984662
7.900099999999989,1.8813429502367631
8.000099999999989,1.8928368859117386
8.100099999999989,1.904144024713818
8.200099999999988,1.9153124110927393
8.300099999999988,1.926345417210119
8.400099999999988,1.93724625958272
8.500099999999987,1.9480180269715575
8.600099999999987,1.9586641071649615
8.700099999999987,1.9691869595651652
8.800099999999986,1.9795895884278294
8.900099999999986,1.9898747375633623
9.000099999999986,2.000045070788698
9.100099999999985,2.0101031785939742
9.200099999999985,2.0200498559419744
9.300099999999984,2.029889958684343
9.400099999999984,2.039624735243271
9.500099999999984,2.04925637786767
9.600099999999983,2.0587869979043605
9.700099999999983,2.0682211717375902
9.800099999999983,2.077557011912637
9.900099999999982,2.086798177036237
10.000099999999982,2.0959466101476365
10.100099999999982,2.1050042081688685
10.200099999999981,2.1139728263945363
10.300099999999981,2.122848970529475
10.40009999999998,2.1316428974670742
10.50009999999998,2.1403524798436986
10.60009999999998,2.148979253954328
10.70009999999998,2.1575246960114467
10.80009999999998,2.1659981944411775
10.900099999999979,2.174388114537004
11.000099999999978,2.1827016943936504
11.100099999999978,2.1909404021895433
11.200099999999978,2.199096141701043
11.300099999999977,2.207186007285838
11.400099999999977,2.215204247645434
11.500099999999977,2.223152007528117
11.600099999999976,2.231043057135179
11.700099999999976,2.2388575163803206
11.800099999999976,2.246605949018201
11.900099999999975,2.25427594375227
12.000099999999975,2.2618912554381683
12.100099999999975,2.269442812838384
12.200099999999974,2.276947615053384
12.300099999999974,2.2843799964510043
12.400099999999973,2.2917528970927807
12.500099999999973,2.299046845398864
12.600099999999973,2.3062969075412885
12.700099999999972,2.3135095171163096
12.800099999999972,2.3206513883503646
12.900099999999972,2.3277163995450123
13.000099999999971,2.334741877721368
13.100099999999971,2.34173771227851
13.20009999999997,2.3486417402158244
13.30009999999997,2.3555078172430655
13.40009999999997,2.3623484245638817
13.50009999999997,2.369095161243725
13.60009999999997,2.3758081576303653
13.700099999999969,2.382505177962486
13.800099999999969,2.3890964243076036
13.900099999999968,2.395697647789193
14.000099999999968,2.40221911696027
14.100099999999967,2.4086732204849777
14.200099999999967,2.4151335325228165
14.300099999999967,2.4215195530157674
14.400099999999966,2.4278328657619688
14.500099999999966,2.434132052652411
14.600099999999966,2.4403869846228554
14.700099999999965,2.4466329270477596
14.800099999999965,2.452772783095136
14.900099999999965,2.4589344650235994
15.000099999999964,2.4650229768472083
15.100099999999964,2.471073029485967
15.200099999999964,2.4770806884935967
